A4206,1 CC STERILE SYRINGE&NEEDLE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4207,2 CC STERILE SYRINGE&NEEDLE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4208,3 CC STERILE SYRINGE&NEEDLE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4209,5+ CC STERILE SYRINGE&NEEDLE                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4211,SUPP FOR SELF-ADM INJECTIONS                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4212,NON CORING NEEDLE OR STYLET                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4213,20+ CC SYRINGE ONLY                                         ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4215,STERILE NEEDLE                                              ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4244,ALCOHOL OR PEROXIDE PER PINT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4245,ALCOHOL WIPES PER BOX                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4246,BETADINE/PHISOHEX SOLUTION                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4247,BETADINE/IODINE SWABS/WIPES                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4250,URINE REAGENT STRIPS/TABLETS                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4258,LANCET DEVICE EACH                                          ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4261,CERVICAL CAP CONTRACEPTIVE                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4262,TEMPORARY TEAR DUCT PLUG                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4263,PERMANENT TEAR DUCT PLUG                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4265,PARAFFIN                                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4266,DIAPHRAGM                                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4267,MALE CONDOM                                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4268,FEMALE CONDOM                                               ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4269,SPERMICIDE                                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4270,DISPOSABLE ENDOSCOPE SHEATH                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4290,SACRAL NERVE STIM TEST LEAD                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4300,CATH IMPL VASC ACCESS PORTAL                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4305,DRUG DELIVERY SYSTEM >=50 ML                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4306,DRUG DELIVERY SYSTEM <=50 ML                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4310,INSERT TRAY W/O BAG/CATH                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4311,CATHETER W/O BAG 2-WAY LATEX                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4312,CATH W/O BAG 2-WAY SILICONE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4313,CATHETER W/BAG 3-WAY                                        ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4314,CATH W/DRAINAGE 2-WAY LATEX                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4315,CATH W/DRAINAGE 2-WAY SILCNE                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4316,CATH W/DRAINAGE 3-WAY                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4320,IRRIGATION TRAY                                             ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4321,CATH THERAPEUTIC IRRIG AGENT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4322,IRRIGATION SYRINGE                                          ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4326,MALE EXTERNAL CATHETER                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4327,FEM URINARY COLLECT DEV CUP                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4328,FEM URINARY COLLECT POUCH                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4330,STOOL COLLECTION POUCH                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4331,EXTENSION DRAINAGE TUBING                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4332,LUBE STERILE PACKET                                         ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4333,URINARY CATH ANCHOR DEVICE                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4334,URINARY CATH LEG STRAP                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4335,INCONTINENCE SUPPLY                                         ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4336,URETHRAL INSERT                                             ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4338,INDWELLING CATHETER LATEX                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4340,INDWELLING CATHETER SPECIAL                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4344,CATH INDW FOLEY 2 WAY SILICN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4346,CATH INDW FOLEY 3 WAY                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4351,STRAIGHT TIP URINE CATHETER                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4352,COUDE TIP URINARY CATHETER                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4353,INTERMITTENT URINARY CATH                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4354,CATH INSERTION TRAY W/BAG                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4355,BLADDER IRRIGATION TUBING                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4356,EXT URETH CLMP OR COMPR DVC                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4357,BEDSIDE DRAINAGE BAG                                        ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4358,URINARY LEG OR ABDOMEN BAG                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4361,OSTOMY FACE PLATE                                           ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4362,SOLID SKIN BARRIER                                          ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4364,"ADHESIVE, LIQUID OR EQUAL                                   ",-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4367,OSTOMY BELT                                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4368,OSTOMY FILTER                                               ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4369,SKIN BARRIER LIQUID PER OZ                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4371,SKIN BARRIER POWDER PER OZ                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4372,SKIN BARRIER SOLID 4X4 EQUIV                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4373,SKIN BARRIER WITH FLANGE                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4375,DRAINABLE PLASTIC PCH W FCPL                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4376,DRAINABLE RUBBER PCH W FCPLT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4377,DRAINABLE PLSTIC PCH W/O FP                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4378,DRAINABLE RUBBER PCH W/O FP                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4379,URINARY PLASTIC POUCH W FCPL                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4380,URINARY RUBBER POUCH W FCPLT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4381,URINARY PLASTIC POUCH W/O FP                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4382,URINARY HVY PLSTC PCH W/O FP                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4383,URINARY RUBBER POUCH W/O FP                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4384,OSTOMY FACEPLT/SILICONE RING                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4385,OST SKN BARRIER SLD EXT WEAR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4387,OST CLSD POUCH W ATT ST BARR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4388,DRAINABLE PCH W EX WEAR BARR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4389,DRAINABLE PCH W ST WEAR BARR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4390,DRAINABLE PCH EX WEAR CONVEX                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4391,URINARY POUCH W EX WEAR BARR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4392,URINARY POUCH W ST WEAR BARR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4393,URINE PCH W EX WEAR BAR CONV                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4394,OSTOMY POUCH LIQ DEODORANT                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4395,OSTOMY POUCH SOLID DEODORANT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4396,PERISTOMAL HERNIA SUPPRT BLT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4397,IRRIGATION SUPPLY SLEEVE                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4398,OSTOMY IRRIGATION BAG                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4399,OSTOMY IRRIG CONE/CATH W BRS                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4400,OSTOMY IRRIGATION SET                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4402,LUBRICANT PER OUNCE                                         ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4404,OSTOMY RING EACH                                            ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
